epoch,iteration,loss
3,22800,409.837
3,22850,348.476
3,22900,-5.031
3,22950,348.777
3,23000,235.87
3,23050,260.928
3,23100,237.856
3,23150,609.476
3,23200,351.275
3,23250,1482.832
3,23300,349.965
3,23350,2.867
3,23400,478.25
3,23450,270.197
3,23500,305.272
3,23550,128.225
3,23600,325.84
3,23650,-25.069
3,23700,621.16
3,23750,465.532
3,23800,1109.576
3,23850,232.751
3,23900,369.128
3,23950,524.102
3,24000,156.493
3,24050,501.772
3,24100,148.182
3,24150,333.515
3,24200,281.484
3,24250,36552.609
3,24300,365.364
4,29038,1266.143
4,29050,55.445
4,29100,5391.758
4,29150,372.64
4,29200,182.074
4,29250,423.345
4,29300,900.71
4,29350,211.911
4,29400,249.196
4,29450,382.805
4,29500,979.236
4,29550,2.168
4,29600,627.758
4,29650,437.214
4,29700,12.212
4,29750,148.271
4,29800,119.232
4,29850,736.054
4,29900,3070.729
4,29950,353.641
4,30000,2342.553
4,30050,698.896
4,30100,684.544
4,30150,476.382
4,30200,532.394
4,30250,633.305
4,30300,594.358
4,30350,86.041
4,30400,247.756
4,30450,554.614
4,30500,615.133
4,30550,508.513
4,30600,267.637
4,30650,65.452
4,30700,523.793
4,30750,182.698
4,30800,268.342
4,30850,305.08
4,30900,649.342
4,30950,409.74
4,31000,783.767
4,31050,512.473
4,31100,45.188
4,31150,233.545
4,31200,265.483
4,31250,-35.17
4,31300,790.486
4,31350,1858.785
4,31400,230.6
4,31450,331.523
4,31500,193.532
4,31550,4504.182
4,31600,776.883
4,31650,431.674
4,31700,447.882
4,31750,337.137
4,31800,223.115
4,31850,628.264
4,31900,333.09
4,31950,347.976
4,32000,276.724
4,32050,143.979
4,32100,439.817
4,32150,309.24
4,32200,231.87
4,32250,322.268
4,32300,483.964
4,32350,220.468
4,32400,-14.21
4,32450,394.692
4,32500,430.117
4,32550,384.755
4,32600,-12.631
4,32650,2419.004
4,32700,337.832
4,32750,20.536
4,32800,469.2
4,32850,191.456
4,32900,225.392
4,32950,236.801
4,33000,217.686
4,33050,73.329
4,33100,74.235
4,33150,514.455
4,33200,112.796
4,33250,34.204
4,33300,396.87
4,33350,302.202
4,33400,434.233
4,33450,402.27
4,33500,283.706
4,33550,426.106
4,33600,1008.932
4,33650,419.054
4,33700,699.037
4,33750,274.981
4,33800,331.151
4,33850,548.038
4,33900,447.121
4,33950,532.194
5,38717,293.736
5,38750,377.679
5,38800,554.82
5,38850,186.539
5,38900,235.882
5,38950,315.918
5,39000,717.666
5,39050,643.729
5,39100,284.145
5,39150,735.703
5,39200,1000.084
5,39250,515.132
5,39300,1422.953
5,39350,225.004
5,39400,263.013
5,39450,625.44
5,39500,432.536
5,39550,113454.273
5,39600,374.987
5,39650,591.142
5,39700,421.658
5,39750,161.725
5,39800,303.113
5,39850,452.973
5,39900,311.019
5,39950,286.813
5,40000,-4.501
5,40050,1374.562
5,40100,374.295
5,40150,374.544
5,40200,1563.222
5,40250,24.957
5,40300,171.564
5,40350,279.338
5,40400,849.913
5,40450,174.574
5,40500,666.414
5,40550,333.124
5,40600,321.679
5,40650,179.12
5,40700,337.19
5,40750,591.014
5,40800,467.315
5,40850,312.898
5,40900,487.695
5,40950,327.893
5,41000,650.097
5,41050,130.099
5,41100,735.231
5,41150,118.799
5,41200,462.556
5,41250,173.404
5,41300,500.74
5,41350,230.002
5,41400,2008.357
5,41450,196.589
5,41500,324.505
5,41550,354.445
5,41600,1711.074
5,41650,246.492
5,41700,176.62
5,41750,352.164
5,41800,178.503
5,41850,2364.5
5,41900,207.461
5,41950,26.214
5,42000,347.884
5,42050,30.072
5,42100,315.926
5,42150,18.61
5,42200,562.529
5,42250,340.298
5,42300,227.162
5,42350,1222.928
5,42400,41.429
5,42450,373.419
5,42500,204.56
5,42550,254.883
5,42600,45.288
5,42650,215.218
5,42700,12.157
5,42750,343.974
5,42800,200.234
5,42850,268.293
5,42900,663.558
5,42950,369.245
5,43000,138.552
5,43050,247.996
5,43100,598.443
5,43150,300.226
5,43200,294.31
5,43250,307.69
5,43300,41.725
5,43350,4487.042
5,43400,259.377
5,43450,453.191
5,43500,623.49
5,43550,332.204
5,43600,284.788
5,43650,537.485
6,48396,266.604
6,48400,267.474
6,48450,280.944
6,48500,403.403
6,48550,218.076
6,48600,349.76
6,48650,378.914
6,48700,643.429
6,48750,263.279
6,48800,506.27
6,48850,874.124
6,48900,58.693
6,48950,439.57
6,49000,189.608
6,49050,1170.95
6,49100,-38.191
6,49150,644.961
6,49200,326.805
6,49250,-21.668
6,49300,-95.878
6,49350,193.96
6,49400,405.612
6,49450,262.201
6,49500,490.791
6,49550,704.568
6,49600,190.185
6,49650,649.714
6,49700,480.733
6,49750,6528.06
6,49800,192.709
6,49850,56.151
6,49900,349.599
6,49950,479.325
6,50000,180.268
6,50050,241.402
6,50100,96.089
6,50150,42.354
6,50200,274.728
6,50250,355.505
6,50300,699.111
6,50350,284.403
6,50400,499.156
6,50450,703.809
6,50500,261.458
6,50550,364.415
6,50600,357.372
6,50650,373.803
6,50700,239.362
6,50750,412.729
6,50800,928.923
6,50850,333.042
6,50900,153.87
6,50950,243.91
6,51000,1283.422
6,51050,39.947
6,51100,626.912
6,51150,104.969
6,51200,463.142
6,51250,157.254
6,51300,296.745
6,51350,289.848
6,51400,161.454
6,51450,346.489
6,51500,258.139
6,51550,33.453
6,51600,364.696
6,51650,415.663
6,51700,326.155
6,51750,444.294
6,51800,200.924
6,51850,369.646
6,51900,524.586
6,51950,323.106
6,52000,100.703
6,52050,545.983
6,52100,600.376
6,52150,294.773
6,52200,660.962
6,52250,433.799
6,52300,200.673
6,52350,428.837
6,52400,190.781
6,52450,216.015
6,52500,267.438
6,52550,70.147
6,52600,5299.256
6,52650,-21.705
6,52700,153.135
6,52750,345.634
6,52800,134.592
6,52850,118.887
6,52900,-73.026
6,52950,20.899
6,53000,137.03
6,53050,351.614
6,53100,-7.141
6,53150,307.494
6,53200,269.745
6,53250,125.0
6,53300,176.55
7,58075,458.519
7,58100,371.206
7,58150,123.634
7,58200,-102.72
7,58250,301.898
7,58300,153.212
7,58350,537.704
7,58400,294.101
7,58450,865.286
7,58500,663.886
7,58550,103.31
7,58600,411.739
7,58650,192.754
7,58700,74.115
7,58750,-20.891
7,58800,235.186
7,58850,258.868
7,58900,267.611
7,58950,338.709
7,59000,421.301
7,59050,1126.839
7,59100,372.036
7,59150,648.241
7,59200,205.761
7,59250,521.988
7,59300,523.162
7,59350,217.553
7,59400,349.267
7,59450,535.021
7,59500,147.352
7,59550,430.654
7,59600,235.601
7,59650,320.308
7,59700,14.26
7,59750,290.329
7,59800,326.186
7,59850,137.322
7,59900,117.81
7,59950,174.138
7,60000,-78.86
7,60050,158.379
7,60100,944.017
7,60150,91.93
7,60200,123.376
7,60250,350.103
7,60300,34.663
7,60350,-0.951
7,60400,5595.688
7,60450,73.701
7,60500,147.31
7,60550,257.209
7,60600,302.121
7,60650,291.169
7,60700,229.262
7,60750,420.756
7,60800,213.486
7,60850,388.291
7,60900,193.176
7,60950,381.17
7,61000,432.421
7,61050,193.651
7,61100,-20.178
7,61150,99.601
7,61200,8.51
7,61250,474.015
7,61300,241.627
7,61350,452.537
7,61400,288.589
7,61450,181.118
7,61500,760.397
7,61550,1136.695
7,61600,-72.879
7,61650,254.682
7,61700,458.217
7,61750,94.83
7,61800,463.001
7,61850,-17.409
7,61900,476.871
7,61950,318.05
7,62000,126.078
7,62050,-15.714
7,62100,74.248
7,62150,34.314
7,62200,542.28
7,62250,258.467
7,62300,64.445
7,62350,267.597
7,62400,236.95
7,62450,154.433
7,62500,371.333
7,62550,344.084
7,62600,-143.062
7,62650,240.569
7,62700,-31.332
7,62750,50.555
7,62800,-7.291
7,62850,309.936
7,62900,231.41
7,62950,2708.641
7,63000,381.158
8,67754,173.639
8,67800,300.734
8,67850,114.91
8,67900,354.863
8,67950,370.821
8,68000,478.42
8,68050,83.475
8,68100,259.092
8,68150,150.554
8,68200,218.6
8,68250,526.971
8,68300,490.684
8,68350,302.637
8,68400,503.529
8,68450,17.017
8,68500,118.574
8,68550,339.572
8,68600,346.099
8,68650,377.213
8,68700,327.876
8,68750,244.341
8,68800,-96.187
8,68850,335.234
8,68900,528.727
8,68950,29.161
8,69000,282.993
8,69050,16250.543
8,69100,703.354
8,69150,33192.293
8,69200,388.718
8,69250,351.767
8,69300,459.801
8,69350,344.849
8,69400,126.347
8,69450,141.818
8,69500,373.573
8,69550,397.263
8,69600,93.514
8,69650,354.815
8,69700,471.142
8,69750,-129.611
8,69800,827.894
8,69850,272.343
8,69900,1071.905
8,69950,-29.174
8,70000,822.216
8,70050,343.482
8,70100,571.975
8,70150,500.673
8,70200,539.884
8,70250,215.958
8,70300,-153.504
8,70350,199.017
8,70400,185.282
8,70450,40.627
8,70500,1109.747
8,70550,520.972
8,70600,308.42
8,70650,323.624
8,70700,28.245
8,70750,216.179
8,70800,155.179
8,70850,299.544
8,70900,315.854
8,70950,496.595
8,71000,1534.457
8,71050,607.553
8,71100,56.278
8,71150,14.388
8,71200,1620.386
8,71250,302.069
8,71300,16.583
8,71350,691.407
8,71400,348.353
8,71450,356.595
8,71500,321.535
8,71550,305.102
8,71600,140.895
8,71650,12.221
8,71700,329.388
8,71750,147.392
8,71800,-23.757
8,71850,496.975
8,71900,402.261
8,71950,225.292
8,72000,-159.456
8,72050,2.949
8,72100,246.131
8,72150,379.128
8,72200,329.273
8,72250,187.733
8,72300,290.385
8,72350,1637.681
8,72400,462.889
8,72450,569.616
8,72500,252.987
8,72550,403.966
8,72600,50.592
8,72650,69.403
8,72700,60.716
9,77433,310.929
9,77450,307.277
9,77500,1432.997
9,77550,301.587
9,77600,266.008
9,77650,189.087
9,77700,879.409
9,77750,1008.116
9,77800,105.708
9,77850,260.214
9,77900,378.394
9,77950,24.787
9,78000,1763.157
9,78050,390.049
9,78100,28.414
9,78150,383.547
9,78200,55.829
9,78250,266.577
9,78300,383.575
9,78350,390.348
9,78400,273.855
9,78450,383.155
9,78500,296.619
9,78550,274.312
9,78600,589.106
9,78650,299.859
9,78700,138.184
9,78750,86.712
9,78800,630.243
9,78850,274.19
9,78900,936.461
9,78950,1478.816
9,79000,478.672
9,79050,233.688
9,79100,1949.824
9,79150,842.279
9,79200,208.504
9,79250,277.895
9,79300,278.551
9,79350,91.714
9,79400,156.83
9,79450,-33.253
9,79500,215.543
9,79550,206.057
9,79600,569.945
9,79650,5271.536
9,79700,570.986
9,79750,609.601
9,79800,599.582
9,79850,250.001
9,79900,104.122
9,79950,348.932
9,80000,557.641
9,80050,241.909
9,80100,82.819
9,80150,205.765
9,80200,461.081
9,80250,448.396
9,80300,-43.622
9,80350,384.672
9,80400,637.442
9,80450,131.556
9,80500,146.425
9,80550,463.72
9,80600,1172.235
9,80650,1245.84
9,80700,78.593
9,80750,247.721
9,80800,-68.272
9,80850,302.526
9,80900,134.375
9,80950,46.056
9,81000,130.653
9,81050,671.584
9,81100,70.584
9,81150,264.38
9,81200,124.519
9,81250,371.101
9,81300,1004.429
9,81350,-15.634
9,81400,72.945
9,81450,358.728
9,81500,216.857
9,81550,306.271
9,81600,680.971
9,81650,587.826
9,81700,56.347
9,81750,-13.572
9,81800,17.593
9,81850,345.74
9,81900,341.471
9,81950,-78.119
9,82000,72.294
9,82050,204.819
9,82100,950.859
9,82150,353.166
9,82200,328.623
9,82250,9.164
9,82300,828.0
9,82350,246.201
10,87112,304.788
10,87150,-3.926
10,87200,376.647
10,87250,249.593
10,87300,416.475
10,87350,2955.177
10,87400,486.257
10,87450,888.807
10,87500,323.118
10,87550,482.992
10,87600,869.058
10,87650,3219.0
10,87700,138.87
10,87750,108.87
10,87800,269.467
10,87850,844.372
10,87900,533.985
10,87950,331.919
10,88000,33.049
10,88050,230.43
10,88100,324.767
10,88150,298.067
10,88200,193.963
10,88250,312.31
10,88300,42.571
10,88350,202.285
10,88400,4.055
10,88450,157.832
10,88500,690.869
10,88550,333.767
10,88600,361.636
10,88650,296.082
10,88700,531.341
10,88750,250.629
10,88800,187.831
10,88850,194.78
10,88900,190.129
10,88950,339.95
10,89000,410.261
10,89050,687.969
10,89100,262.512
10,89150,208.224
10,89200,80.126
10,89250,158.416
10,89300,849.048
10,89350,-91.524
10,89400,179.097
10,89450,795.415
10,89500,409.315
10,89550,2.237
10,89600,645.793
10,89650,214.929
10,89700,378.217
10,89750,14.282
10,89800,218.028
10,89850,280.542
10,89900,256.792
10,89950,307.651
10,90000,426.175
10,90050,268.953
10,90100,277.419
10,90150,401.96
10,90200,1084.131
10,90250,323.418
10,90300,282.501
10,90350,61.457
10,90400,283.749
10,90450,-5.327
10,90500,189.728
10,90550,359.75
10,90600,466.015
10,90650,336.931
10,90700,114.13
10,90750,137.867
10,90800,459.313
10,90850,161.331
10,90900,105.69
10,90950,229.723
10,91000,251.53
10,91050,125.434
10,91100,-13.243
10,91150,14.178
10,91200,658.51
10,91250,203.843
10,91300,9.868
10,91350,358.239
10,91400,37.531
10,91450,337.236
10,91500,196.84
10,91550,118.161
10,91600,288.075
10,91650,242.281
10,91700,251.477
10,91750,456.135
10,91800,266.691
10,91850,364.737
10,91900,32.334
10,91950,123.33
10,92000,23.498
10,92050,279.358
11,96791,644.793
11,96800,336.422
11,96850,273.081
11,96900,435.228
11,96950,214.828
11,97000,280.927
11,97050,208.386
11,97100,87.465
11,97150,1141.194
11,97200,348.08
11,97250,-35.593
11,97300,231.084
11,97350,212.058
11,97400,313.906
11,97450,322.352
11,97500,499.603
11,97550,223.251
11,97600,-10.408
11,97650,252.351
11,97700,223.738
11,97750,-141.022
11,97800,199.358
11,97850,67.95
11,97900,92.6
11,97950,991.745
11,98000,254.984
11,98050,935.887
11,98100,136.789
11,98150,258.116
11,98200,223.308
11,98250,45.955
11,98300,94.466
11,98350,1372.116
11,98400,240.143
11,98450,249.435
11,98500,302.351
11,98550,504.093
11,98600,504.069
11,98650,403.008
11,98700,27.34
11,98750,292.282
11,98800,133.541
11,98850,80.294
11,98900,394.841
11,98950,155.79
11,99000,90.246
11,99050,595.37
11,99100,-63.772
11,99150,382.996
11,99200,252.826
11,99250,706.495
11,99300,587.728
11,99350,688.374
11,99400,585.493
11,99450,-21.973
11,99500,190.873
11,99550,212.779
11,99600,130.08
11,99650,1241.884
11,99700,277.505
11,99750,50.342
11,99800,703.936
11,99850,507.915
11,99900,197.477
11,99950,-38.012
11,100000,58.284
11,100050,576.967
11,100100,146.333
11,100150,334.245
11,100200,231.529
11,100250,76.316
11,100300,247.438
11,100350,412.991
11,100400,-28.816
11,100450,174.313
11,100500,-111.426
11,100550,-25.992
11,100600,238.133
11,100650,-15.129
11,100700,79.515
11,100750,601.077
11,100800,313.397
11,100850,-100.81
11,100900,28.702
11,100950,129.576
11,101000,279.355
11,101050,4546.254
11,101100,362.903
11,101150,206.53
11,101200,195.462
11,101250,264.586
11,101300,854.836
11,101350,159.006
11,101400,465.43
11,101450,144.749
11,101500,441.116
11,101550,-51.22
11,101600,354.434
11,101650,246.069
11,101700,660.435
12,106470,320.588
12,106500,327.654
12,106550,285.22
12,106600,-162.341
12,106650,45.726
12,106700,164.588
12,106750,879.514
12,106800,-154.347
12,106850,87.377
12,106900,189.092
12,106950,134.414
12,107000,572.912
12,107050,331.541
12,107100,447.458
12,107150,42.274
12,107200,313.675
12,107250,310.437
12,107300,382.106
12,107350,303.101
12,107400,266.66
12,107450,222.353
12,107500,-30.066
12,107550,328.6
12,107600,304.556
12,107650,-135.694
12,107700,1010.831
12,107750,52.891
12,107800,421.367
12,107850,124.08
12,107900,381.192
12,107950,115.651
12,108000,224.536
12,108050,159.81
12,108100,288.729
12,108150,118.031
12,108200,342.644
12,108250,205.592
12,108300,277.031
12,108350,23.712
12,108400,-24.086
12,108450,480.226
12,108500,435.854
12,108550,214.984
12,108600,0.271
12,108650,260.727
12,108700,592.328
12,108750,196.379
12,108800,305.688
12,108850,849.552
12,108900,235.286
12,108950,155.703
12,109000,92.027
12,109050,303.001
12,109100,341.637
12,109150,232.793
12,109200,541.999
12,109250,110.642
12,109300,-56.846
12,109350,32.87
12,109400,9.179
12,109450,279.746
12,109500,105.851
12,109550,246.486
12,109600,-34.231
12,109650,-13.082
12,109700,381.852
12,109750,403.366
12,109800,257.016
12,109850,609.646
12,109900,258.49
12,109950,457.262
12,110000,-7.242
12,110050,140.325
12,110100,92.541
12,110150,239.095
12,110200,136.395
12,110250,469.504
12,110300,476.229
12,110350,347.424
12,110400,174.005
12,110450,171.274
12,110500,449.631
12,110550,1326.721
12,110600,159.682
12,110650,-38.606
12,110700,250.152
12,110750,140.824
12,110800,39.648
12,110850,256.37
12,110900,140.466
12,110950,53.556
12,111000,-51.856
12,111050,2617.784
12,111100,711.569
12,111150,357.003
12,111200,200.213
12,111250,213.628
12,111300,660.466
12,111350,183.271
12,111400,313.049
13,116149,-46.733
13,116150,350.416
13,116200,163.479
13,116250,397.419
13,116300,295.819
13,116350,759.837
13,116400,489.01
13,116450,20.953
13,116500,214.309
13,116550,150.357
13,116600,188.168
13,116650,1445.315
13,116700,115.939
13,116750,136.638
13,116800,213.414
13,116850,299.141
13,116900,-102.008
13,116950,1425.679
13,117000,496.195
13,117050,2178.019
13,117100,36.494
13,117150,4454.229
13,117200,201.007
13,117250,439.725
13,117300,437.817
13,117350,455.492
13,117400,686.722
13,117450,415.277
13,117500,196.529
13,117550,33.795
13,117600,191.234
13,117650,345.962
13,117700,61.559
13,117750,511.418
13,117800,239.094
13,117850,176.06
13,117900,483.67
13,117950,262.639
13,118000,348.57
13,118050,-15.806
13,118100,1932.15
13,118150,-17.442
13,118200,165.078
13,118250,810.039
13,118300,130.96
13,118350,246.071
13,118400,468.989
13,118450,242.879
13,118500,94.295
13,118550,274.13
13,118600,540.339
13,118650,146.837
13,118700,888.035
13,118750,306.771
13,118800,949.648
13,118850,137.101
13,118900,14.672
13,118950,24.161
13,119000,198.215
13,119050,91.557
13,119100,316.144
13,119150,1.817
13,119200,21.896
13,119250,243.211
13,119300,73.31
13,119350,353.458
13,119400,94.779
13,119450,30.087
13,119500,250.705
13,119550,390.544
13,119600,212.381
13,119650,562.773
13,119700,428.553
13,119750,281.879
13,119800,289.296
13,119850,-91.866
13,119900,198.738
13,119950,479.739
13,120000,235.071
13,120050,461.357
13,120100,868.417
13,120150,910.307
13,120200,-13.767
13,120250,384.176
13,120300,452.317
13,120350,107.792
13,120400,241.29
13,120450,195.772
13,120500,99.674
13,120550,301.053
13,120600,8.655
13,120650,307.738
13,120700,488.857
13,120750,387.486
13,120800,635.189
13,120850,359.545
13,120900,364.376
13,120950,202.891
13,121000,203.059
13,121050,761.456
14,125828,237.069
14,125850,205.267
14,125900,0.685
14,125950,373.692
14,126000,-45.294
14,126050,180.868
14,126100,256.114
14,126150,293.928
14,126200,127.333
14,126250,121.34
14,126300,-53.715
14,126350,25.19
14,126400,169.571
14,126450,276.936
14,126500,-28.31
14,126550,445.729
14,126600,294.657
14,126650,286.353
14,126700,17.941
14,126750,129.81
14,126800,440.547
14,126850,27.219
14,126900,705.904
14,126950,483.691
14,127000,257.972
14,127050,711.481
14,127100,69.749
14,127150,347.635
14,127200,552.703
14,127250,218.64
14,127300,223.913
14,127350,157.227
14,127400,264.536
14,127450,330.043
14,127500,1105.997
14,127550,4.529
14,127600,250.301
14,127650,292.753
14,127700,311.299
14,127750,366.157
14,127800,273.683
14,127850,339.21
14,127900,-20.365
14,127950,175.013
14,128000,16.43
14,128050,50.939
14,128100,280.646
14,128150,494.844
14,128200,30.573
14,128250,632.383
14,128300,182.609
14,128350,-56.477
14,128400,-8.12
14,128450,258.069
14,128500,-58.023
14,128550,137.503
14,128600,-132.346
14,128650,134.847
14,128700,506.74
14,128750,313.342
14,128800,61.821
14,128850,-41.916
14,128900,-54.361
14,128950,608.61
14,129000,-77.274
14,129050,859.309
14,129100,247.025
14,129150,4.346
14,129200,1283.278
14,129250,79.947
14,129300,-50.041
14,129350,352.465
14,129400,294.39
14,129450,163.411
14,129500,50.283
14,129550,382.439
14,129600,486.47
14,129650,549.657
14,129700,2728.195
14,129750,481.077
14,129800,208.206
14,129850,699.349
14,129900,226.884
14,129950,276.136
14,130000,171.874
14,130050,809.867
14,130100,146.717
14,130150,2755.321
14,130200,251.755
14,130250,106.937
14,130300,301.114
14,130350,152.924
14,130400,140.234
14,130450,169.497
14,130500,439.6
14,130550,126.584
14,130600,342.111
14,130650,332.072
14,130700,92.058
14,130750,161.348
15,135507,299.385
15,135550,317.613
15,135600,276.361
15,135650,266.076
15,135700,230.367
15,135750,206.673
15,135800,582.58
15,135850,329.644
15,135900,201.59
15,135950,155.179
15,136000,355.004
15,136050,-98.663
15,136100,-18.927
15,136150,758.498
15,136200,-45.556
15,136250,-89.867
15,136300,379.024
15,136350,540.96
15,136400,245.676
15,136450,190.461
15,136500,207.719
15,136550,242.596
15,136600,212.098
15,136650,6.784
15,136700,401.287
15,136750,351.012
15,136800,214.452
15,136850,-51.638
15,136900,223.02
15,136950,506.085
15,137000,-102.364
15,137050,500.357
15,137100,389.379
15,137150,67.977
15,137200,16.55
15,137250,399.354
15,137300,150.321
15,137350,403.043
15,137400,84.975
15,137450,182.834
15,137500,130.212
15,137550,107.1
15,137600,225.3
15,137650,135.333
15,137700,309.406
15,137750,127.938
15,137800,33.89
15,137850,951.713
15,137900,236.203
15,137950,439.537
15,138000,197.272
15,138050,133.021
15,138100,554.006
15,138150,549.631
15,138200,193.328
15,138250,340.446
15,138300,-34.271
15,138350,264.344
15,138400,942.515
15,138450,-74.03
15,138500,165.526
15,138550,110.485
15,138600,166.775
15,138650,444.664
15,138700,-61.485
15,138750,95.674
15,138800,114.679
15,138850,-45.817
15,138900,1058.884
15,138950,215.434
15,139000,-128.541
15,139050,275.244
15,139100,41.397
15,139150,162.498
15,139200,386.644
15,139250,256.75
15,139300,571.48
15,139350,140.803
15,139400,239.242
15,139450,913.462
15,139500,234.044
15,139550,217.061
15,139600,186.898
15,139650,333.18
15,139700,340.127
15,139750,135.015
15,139800,287.276
15,139850,0.369
15,139900,-85.332
15,139950,80.163
15,140000,158.926
15,140050,355.738
15,140100,189.909
15,140150,1249.79
15,140200,232.104
15,140250,171.086
15,140300,259.632
15,140350,4.375
15,140400,12.612
15,140450,172.019
16,145186,410.961
16,145200,263.359
16,145250,327.549
16,145300,94.631
16,145350,-34.316
16,145400,447.966
16,145450,439.583
16,145500,461.792
16,145550,136.019
16,145600,6.979
16,145650,396.7
16,145700,115.933
16,145750,276.646
16,145800,90.628
16,145850,236.435
16,145900,187.335
16,145950,-79.324
16,146000,106.354
16,146050,190.335
16,146100,200.99
16,146150,245.661
16,146200,200.309
16,146250,476.06
16,146300,846.827
16,146350,160.096
16,146400,252.854
16,146450,146.858
16,146500,110.924
16,146550,199.393
16,146600,233.801
